sensor_id,temperature,humidity,soil_moisture,energy_used,data_processed,timestamp
sensor_3,25.9,72.0,10.57,0.027,0.26,1759826030.5736177
sensor_3,27.94,79.32,26.89,0.025,0.28,1759826032.574332
sensor_8,25.93,68.52,17.93,0.013,0.47,1759826034.5750246
sensor_6,35.23,62.45,39.65,0.024,0.4,1759826036.575395
sensor_4,29.06,65.83,17.04,0.035,0.3,1759826038.5757315
sensor_5,23.62,61.48,21.92,0.022,0.42,1759826040.5761254
sensor_2,23.4,77.25,23.03,0.043,0.45,1759826042.5764306
sensor_3,33.17,55.87,45.62,0.023,0.49,1759826044.5767446
sensor_5,27.98,72.55,18.73,0.042,0.36,1759826046.5772731
sensor_3,28.84,65.04,25.69,0.02,0.24,1759826048.5775168
sensor_1,31.11,62.15,40.32,0.011,0.49,1759826050.5779493
sensor_2,34.76,64.85,55.86,0.023,0.1,1759826052.5786574
sensor_1,25.38,58.02,27.48,0.049,0.31,1759826054.5790744
sensor_5,31.98,61.18,18.58,0.044,0.32,1759826056.5797188
sensor_1,22.25,65.45,53.91,0.031,0.17,1759826058.5803666
sensor_8,28.77,37.59,54.74,0.022,0.18,1759826060.5807238
sensor_5,33.83,36.96,32.31,0.037,0.3,1759826062.5813513
sensor_9,25.8,45.38,11.59,0.027,0.39,1759826064.5819242
sensor_4,30.75,78.28,10.56,0.015,0.47,1759826066.5825038
sensor_10,23.15,56.25,55.28,0.024,0.13,1759826068.582748
sensor_1,32.14,44.77,29.63,0.022,0.25,1759826070.5832
sensor_2,23.93,79.1,33.4,0.049,0.34,1759826072.583852
sensor_8,25.47,55.36,55.44,0.013,0.11,1759826074.5844166
sensor_10,29.47,69.2,15.04,0.028,0.3,1759826076.5850303
sensor_9,35.87,33.36,28.67,0.016,0.49,1759826078.5853362
sensor_3,29.16,50.5,45.93,0.041,0.44,1759826080.5857782
sensor_7,24.56,68.97,20.44,0.048,0.25,1759826082.5865283
sensor_7,26.38,69.29,26.73,0.039,0.47,1759826084.587185
sensor_10,31.32,48.1,23.58,0.01,0.48,1759826086.5880013
sensor_10,29.39,78.58,23.89,0.042,0.31,1759826088.5885835
sensor_3,30.49,53.24,27.82,0.015,0.49,1759826090.5890424
sensor_7,24.88,32.02,26.51,0.046,0.21,1759826092.589611
sensor_4,35.98,43.64,54.74,0.032,0.47,1759826094.5901113
sensor_3,22.14,70.69,47.57,0.047,0.31,1759826096.590813
sensor_10,24.93,45.56,15.96,0.023,0.43,1759826098.591446
sensor_8,33.85,32.3,43.08,0.018,0.29,1759826100.5921412
sensor_4,30.78,41.45,21.98,0.019,0.43,1759826102.5924754
sensor_5,27.37,52.19,10.65,0.037,0.47,1759826104.5928469
sensor_6,32.39,51.11,33.92,0.012,0.39,1759826106.5933952
sensor_10,27.27,55.47,36.34,0.033,0.39,1759826108.5937002
sensor_8,30.72,77.07,45.37,0.043,0.49,1759826110.5941777
sensor_4,30.16,57.9,30.66,0.032,0.32,1759826112.5947654
sensor_6,25.89,30.77,20.56,0.019,0.44,1759826114.5955017
sensor_2,34.79,70.87,19.22,0.048,0.18,1759826116.5962245
sensor_4,34.99,71.39,35.89,0.034,0.27,1759826118.5968325
sensor_8,30.36,43.48,29.85,0.038,0.5,1759826120.5971463
sensor_8,24.01,34.54,28.95,0.014,0.11,1759826122.5975213
sensor_9,34.68,37.88,58.37,0.027,0.24,1759826124.597882
sensor_7,28.91,59.29,55.64,0.018,0.36,1759826126.5982187
sensor_10,30.08,32.38,57.67,0.035,0.33,1759826128.5987737
sensor_7,34.51,57.0,29.82,0.02,0.31,1759826130.5991294
sensor_7,28.79,60.69,35.78,0.027,0.19,1759826132.5996897
sensor_4,31.61,42.16,23.69,0.046,0.39,1759826134.6003938
sensor_6,23.54,63.03,43.06,0.011,0.49,1759826136.6010234
sensor_7,25.55,35.52,19.54,0.033,0.22,1759826138.6016815
sensor_10,28.39,40.04,46.09,0.014,0.44,1759826140.6024516
sensor_6,33.87,38.02,19.84,0.027,0.42,1759826142.6032197
sensor_2,22.8,75.39,42.64,0.018,0.25,1759826144.60403
sensor_8,35.06,39.63,36.56,0.042,0.26,1759826146.604809
sensor_1,33.37,78.72,59.79,0.033,0.12,1759826148.6054707
sensor_10,33.08,70.94,36.43,0.037,0.41,1759826150.6061466
sensor_4,31.0,70.68,19.77,0.013,0.11,1759826152.6067653
sensor_7,32.91,65.22,31.52,0.048,0.43,1759826154.6071725
sensor_5,33.57,64.83,45.64,0.018,0.37,1759826156.6078494
sensor_8,27.42,48.29,23.59,0.014,0.36,1759826158.6081054
sensor_2,25.43,30.69,34.83,0.034,0.38,1759826160.6085114
sensor_3,27.0,65.86,41.48,0.042,0.22,1759826162.6090739
sensor_10,35.24,64.79,32.72,0.033,0.45,1759826164.6094434
sensor_2,27.05,44.18,42.31,0.02,0.42,1759826166.6102247
sensor_8,32.75,61.86,31.27,0.024,0.25,1759826168.6109738
sensor_5,33.23,73.91,54.27,0.035,0.31,1759826170.6117473
sensor_6,23.14,43.78,29.92,0.022,0.34,1759826172.612491
sensor_7,26.67,48.09,37.68,0.045,0.39,1759826174.6131692
sensor_5,26.29,37.74,13.13,0.024,0.41,1759826176.6137233
sensor_3,26.02,36.23,10.44,0.018,0.41,1759826178.6143644
sensor_9,29.42,68.37,52.63,0.023,0.2,1759826180.614787
sensor_9,29.54,57.6,59.18,0.028,0.17,1759826182.615568
sensor_1,35.52,62.27,24.48,0.019,0.14,1759826184.6161437
sensor_3,22.4,52.84,18.57,0.034,0.16,1759826186.6168883
sensor_10,32.17,59.08,15.59,0.046,0.3,1759826188.6175694
sensor_7,22.88,44.86,33.98,0.02,0.28,1759826190.6183662
sensor_2,25.84,54.61,39.62,0.017,0.34,1759826192.6189895
sensor_6,22.32,31.42,21.12,0.046,0.46,1759826194.6195657
sensor_8,34.49,68.96,46.1,0.025,0.15,1759826196.620012
sensor_7,28.26,40.42,25.19,0.036,0.14,1759826198.6203809
sensor_8,24.58,56.69,45.99,0.043,0.37,1759826200.6208131
sensor_4,32.54,35.45,51.67,0.03,0.49,1759826202.621632
sensor_7,25.02,51.29,25.99,0.05,0.12,1759826204.6224146
sensor_6,33.83,56.72,50.7,0.025,0.19,1759826206.6230397
sensor_4,27.96,76.92,22.73,0.029,0.43,1759826208.623672
sensor_5,23.58,75.83,20.66,0.032,0.5,1759826210.624217
sensor_3,32.84,51.07,54.23,0.013,0.45,1759826212.6248312
sensor_2,30.37,32.22,11.05,0.022,0.28,1759826214.6252644
sensor_4,31.62,53.43,41.68,0.044,0.18,1759826216.6259704
sensor_1,33.17,76.78,52.01,0.041,0.37,1759826218.6265805
sensor_4,30.21,39.41,11.84,0.022,0.18,1759826220.6268873
sensor_6,29.25,31.83,50.37,0.038,0.28,1759826222.6274478
sensor_10,34.95,30.51,59.83,0.01,0.36,1759826224.627755
sensor_5,32.88,47.31,57.6,0.04,0.45,1759826226.6280608
sensor_7,28.72,78.07,21.39,0.016,0.25,1759826228.628431
sensor_1,29.55,79.04,16.56,0.025,0.37,1759826230.6291018
sensor_5,25.69,35.4,26.47,0.029,0.1,1759826232.6297154
sensor_5,33.67,41.67,13.97,0.038,0.32,1759826234.6303988
sensor_8,31.08,62.36,26.83,0.018,0.11,1759826236.6312053
sensor_1,32.99,61.26,45.34,0.038,0.39,1759826238.6319377
sensor_2,31.02,78.11,25.43,0.039,0.21,1759826240.6325066
sensor_2,30.16,55.14,40.55,0.021,0.43,1759826242.6328804
sensor_6,28.82,50.36,15.16,0.022,0.37,1759826244.6334405
sensor_4,29.75,41.65,34.94,0.016,0.48,1759826246.634139
sensor_1,27.84,75.94,22.09,0.036,0.37,1759826248.6347728
sensor_5,29.49,76.91,43.52,0.044,0.28,1759826250.6354268
sensor_2,32.41,41.38,15.25,0.042,0.17,1759826252.6360369
sensor_7,27.13,38.92,17.36,0.031,0.14,1759826254.636653
sensor_7,32.25,34.55,47.8,0.021,0.39,1759826256.637266
sensor_1,22.8,58.12,12.07,0.017,0.49,1759826258.6379302
sensor_2,25.3,37.29,33.01,0.038,0.19,1759826260.63872
sensor_2,26.24,64.68,37.19,0.048,0.49,1759826262.6394558
sensor_6,31.02,70.1,28.15,0.042,0.23,1759826264.6402118
sensor_4,27.22,55.45,15.56,0.027,0.5,1759826266.6407897
sensor_1,23.61,60.79,32.16,0.013,0.45,1759826268.6414728
sensor_7,31.01,31.54,56.46,0.046,0.22,1759826270.642181
sensor_8,32.06,72.41,44.82,0.011,0.44,1759826272.6428885
sensor_2,31.33,70.04,17.08,0.042,0.3,1759826274.643587
sensor_8,33.11,45.2,22.01,0.033,0.1,1759826276.6441567
sensor_7,24.15,64.39,43.96,0.037,0.15,1759826278.6446931
sensor_1,29.72,79.78,19.35,0.037,0.22,1759826280.6452317
sensor_4,22.95,57.34,52.3,0.039,0.46,1759826282.6460848
sensor_9,25.07,38.89,52.07,0.013,0.25,1759826284.6467702
sensor_10,22.47,67.6,49.74,0.042,0.37,1759826286.6475172
sensor_3,35.69,71.78,23.22,0.02,0.44,1759826288.6481068
sensor_6,25.89,70.13,20.67,0.032,0.15,1759826290.6487608
sensor_3,26.1,73.03,59.16,0.045,0.47,1759826292.6495593
sensor_8,33.8,63.05,24.4,0.023,0.45,1759826294.6503012
sensor_7,35.44,56.3,18.29,0.036,0.35,1759826296.6506512
sensor_5,23.56,73.24,45.48,0.023,0.22,1759826298.6510348
sensor_5,33.85,73.41,45.9,0.019,0.17,1759826300.6516852
sensor_1,30.42,43.4,50.17,0.037,0.34,1759826302.652291
sensor_8,28.42,69.77,37.82,0.02,0.49,1759826304.6528876
sensor_10,33.33,66.36,48.41,0.045,0.47,1759826306.6533499
sensor_8,22.31,73.35,47.26,0.037,0.49,1759826308.65401
sensor_4,25.02,59.62,54.12,0.025,0.19,1759826310.6546192
sensor_9,25.75,72.65,43.49,0.032,0.25,1759826312.65538
sensor_2,35.0,36.47,13.39,0.033,0.27,1759826314.6560643
sensor_2,29.52,76.11,34.89,0.033,0.19,1759826316.6568859
sensor_10,33.02,69.72,39.49,0.02,0.12,1759826318.65751
sensor_4,32.42,77.44,41.44,0.049,0.23,1759826320.6579633
sensor_3,27.94,78.59,24.91,0.027,0.22,1759826322.6585376
sensor_1,33.71,68.25,40.84,0.047,0.14,1759826324.6592612
sensor_8,34.17,50.45,43.16,0.049,0.37,1759826326.6597464
sensor_7,33.32,78.06,55.38,0.027,0.39,1759826328.6605043
sensor_6,23.78,53.87,22.87,0.038,0.31,1759826330.6612267
sensor_9,27.24,35.88,42.29,0.015,0.25,1759826332.6617842
sensor_7,26.87,58.08,12.94,0.035,0.23,1759826334.66214
sensor_1,26.65,34.03,58.96,0.014,0.38,1759826336.6627557
sensor_8,25.8,72.55,41.2,0.029,0.42,1759826338.6633568
sensor_2,28.21,71.95,24.46,0.029,0.14,1759826340.664359
sensor_6,25.73,75.68,10.82,0.032,0.34,1759826342.6650686
sensor_7,29.53,30.25,40.7,0.011,0.21,1759826344.6656613
sensor_6,23.25,75.82,35.28,0.032,0.48,1759826346.6660075
sensor_8,30.87,60.36,55.56,0.029,0.27,1759826348.666516
sensor_10,35.1,67.77,47.29,0.015,0.25,1759826350.667283
sensor_4,33.94,40.2,27.11,0.044,0.42,1759826352.6680222
sensor_6,33.4,40.69,40.12,0.019,0.24,1759826354.6687505
sensor_3,35.14,72.24,36.25,0.014,0.35,1759826356.6695414
sensor_1,25.02,72.96,51.82,0.024,0.25,1759826358.669937
sensor_4,31.78,55.72,18.43,0.015,0.35,1759826360.6702645
sensor_8,34.6,74.65,27.71,0.023,0.24,1759826362.67058
sensor_2,31.41,35.12,33.31,0.049,0.3,1759826364.671162
sensor_9,28.36,78.17,43.11,0.048,0.11,1759826366.6717188
sensor_6,31.5,72.16,53.08,0.03,0.36,1759826368.6723537
sensor_1,24.78,43.21,57.5,0.032,0.44,1759826370.6729739
sensor_5,23.91,37.88,48.1,0.023,0.33,1759826372.6736746
sensor_3,35.37,44.14,20.73,0.047,0.34,1759826374.6743033
sensor_6,22.74,61.03,20.73,0.013,0.33,1759826376.6750472
sensor_4,29.35,74.82,22.65,0.025,0.37,1759826378.675706
sensor_8,23.95,33.33,12.29,0.027,0.33,1759826380.67635
sensor_10,22.22,56.57,17.67,0.042,0.23,1759826382.6770108
sensor_4,26.05,60.64,54.73,0.041,0.19,1759826384.677617
sensor_1,27.44,30.79,16.42,0.019,0.42,1759826386.6783495
sensor_6,31.4,62.51,28.99,0.017,0.44,1759826388.6787724
sensor_1,33.13,43.9,16.27,0.05,0.15,1759826390.6794252
sensor_3,34.4,36.28,10.78,0.03,0.41,1759826392.680047
sensor_1,24.63,32.26,11.55,0.037,0.27,1759826394.6807857
sensor_10,24.43,46.89,38.55,0.048,0.2,1759826396.6815567
sensor_4,31.95,56.57,15.5,0.045,0.38,1759826398.6824033
sensor_3,27.69,60.45,14.38,0.027,0.47,1759826400.6830318
sensor_5,29.51,37.71,55.32,0.031,0.2,1759826402.6837256
sensor_10,28.52,37.49,21.41,0.039,0.16,1759826404.68441
sensor_6,31.07,54.89,43.65,0.039,0.13,1759826406.6851773
sensor_1,27.46,35.39,47.96,0.019,0.39,1759826408.6859689
sensor_8,22.79,65.59,55.2,0.028,0.21,1759826410.6866255
sensor_1,29.98,63.57,57.53,0.012,0.32,1759826412.6872864
sensor_1,26.98,59.18,57.77,0.042,0.38,1759826414.6878893
sensor_8,22.25,37.07,57.8,0.032,0.29,1759826416.6885927
sensor_4,24.53,41.66,43.54,0.02,0.5,1759826418.6892576
sensor_3,26.77,30.63,52.23,0.037,0.48,1759826420.6899655
sensor_10,30.49,47.59,37.88,0.044,0.13,1759826422.6906831
sensor_9,35.59,60.09,53.1,0.021,0.44,1759826424.6912618
sensor_1,25.9,62.45,36.97,0.023,0.4,1759826426.6917276
sensor_7,27.0,57.9,29.22,0.031,0.13,1759826428.6923456
sensor_6,32.69,67.96,15.88,0.035,0.2,1759826430.6929402
sensor_8,24.16,39.69,15.06,0.021,0.27,1759826432.6935184
sensor_2,26.25,42.97,53.67,0.018,0.26,1759826434.694404
sensor_2,29.49,69.81,59.81,0.036,0.15,1759826436.6950653
sensor_7,34.21,59.41,37.27,0.042,0.27,1759826438.6956718
sensor_2,33.44,64.35,31.85,0.011,0.49,1759826440.6960218
sensor_10,29.98,56.23,59.47,0.041,0.21,1759826442.6966705
sensor_5,23.07,49.08,16.14,0.024,0.25,1759826444.6973305
sensor_4,26.91,66.12,36.1,0.043,0.38,1759826446.6979804
sensor_7,32.61,71.83,25.1,0.041,0.44,1759826448.6986783
sensor_7,28.36,75.6,36.55,0.049,0.2,1759826450.6993196
sensor_10,24.11,69.7,54.1,0.011,0.49,1759826452.6999512
sensor_7,22.54,38.68,18.44,0.036,0.24,1759826454.700336
sensor_3,24.98,51.62,46.38,0.011,0.14,1759826456.7009912
sensor_1,34.8,78.86,49.51,0.036,0.49,1759826458.7016447
sensor_9,25.01,31.43,50.42,0.035,0.19,1759826460.7022064
sensor_2,33.16,54.35,57.26,0.018,0.31,1759826462.7028487
sensor_6,35.2,42.21,12.12,0.038,0.44,1759826464.7035089
sensor_4,33.74,47.46,12.18,0.035,0.42,1759826466.7042477
sensor_10,22.9,59.77,16.06,0.034,0.34,1759826468.7047691
sensor_8,31.52,39.05,18.87,0.01,0.14,1759826470.705399
sensor_4,25.61,62.91,36.38,0.013,0.17,1759826472.7061462
sensor_8,32.62,73.63,25.96,0.016,0.14,1759826474.7068524
sensor_1,30.07,64.34,21.44,0.039,0.44,1759826476.7074845
sensor_7,31.82,47.56,30.12,0.038,0.41,1759826478.7081974
sensor_9,27.34,69.42,53.41,0.017,0.19,1759826480.7089844
sensor_4,29.34,46.75,21.87,0.013,0.12,1759826482.7095816
sensor_10,26.16,70.59,15.3,0.029,0.1,1759826484.7102492
sensor_3,31.32,43.89,11.95,0.031,0.28,1759826486.711015
sensor_1,29.48,53.92,11.34,0.036,0.35,1759826488.7116008
sensor_10,24.66,69.81,34.08,0.04,0.16,1759826490.712162
sensor_2,23.58,55.25,33.34,0.014,0.22,1759826492.712763
sensor_1,35.45,48.34,24.34,0.043,0.38,1759826494.713506
sensor_4,25.71,64.9,59.14,0.041,0.32,1759826496.7142072
sensor_8,28.49,64.58,46.48,0.025,0.23,1759826498.7148948
sensor_5,24.48,46.61,56.74,0.046,0.27,1759826500.715705
sensor_9,25.8,75.96,11.53,0.033,0.11,1759826502.7164237
sensor_3,23.86,73.71,33.75,0.021,0.29,1759826504.7171566
sensor_5,23.95,78.83,33.59,0.025,0.1,1759826506.7179031
sensor_6,31.85,47.14,51.91,0.035,0.22,1759826508.718564
sensor_4,35.34,37.41,16.56,0.035,0.47,1759826510.719238
sensor_1,27.87,58.8,59.01,0.019,0.35,1759826512.7198896
sensor_5,36.0,38.85,55.8,0.019,0.26,1759826514.7204566
sensor_5,29.37,33.18,52.84,0.042,0.4,1759826516.7210777
sensor_10,31.46,75.23,12.5,0.047,0.13,1759826518.7217457
sensor_9,25.26,58.78,29.28,0.037,0.27,1759826520.722419
sensor_2,35.31,74.91,30.41,0.047,0.48,1759826522.7230835
sensor_7,29.53,59.92,41.67,0.024,0.32,1759826524.723757
sensor_7,27.28,71.78,19.22,0.029,0.21,1759826526.7244265
sensor_10,34.2,31.54,54.3,0.029,0.43,1759826528.7250483
sensor_10,32.54,77.97,51.89,0.029,0.34,1759826530.7256339
sensor_8,32.29,53.78,14.91,0.039,0.14,1759826532.7262158
sensor_9,26.21,73.78,17.95,0.032,0.45,1759826534.7267816
sensor_6,22.96,47.69,55.85,0.045,0.22,1759826536.72739
sensor_2,31.47,35.58,26.53,0.017,0.17,1759826538.727924
sensor_6,22.59,42.31,43.8,0.044,0.13,1759826540.7286696
sensor_2,26.91,49.96,44.1,0.047,0.46,1759826542.729442
sensor_3,26.94,39.38,43.49,0.034,0.35,1759826544.7301195
sensor_2,30.69,79.2,22.64,0.016,0.43,1759826546.7307396
sensor_3,30.57,50.98,40.59,0.04,0.39,1759826548.731633
sensor_6,22.34,48.55,50.18,0.016,0.31,1759826550.7321959
sensor_8,32.96,75.66,29.51,0.019,0.11,1759826552.7328393
sensor_6,32.6,67.09,22.8,0.026,0.1,1759826554.733485
sensor_2,35.43,73.29,15.4,0.029,0.45,1759826556.734204
sensor_3,34.27,61.29,46.8,0.025,0.17,1759826558.7348402
sensor_5,30.27,73.87,15.1,0.017,0.4,1759826560.7354596
sensor_8,25.31,56.49,43.96,0.035,0.41,1759826562.7360733
sensor_10,31.14,46.38,28.42,0.022,0.37,1759826564.7367918
sensor_3,27.05,74.45,58.86,0.013,0.39,1759826566.7373846
sensor_5,26.87,53.45,49.03,0.018,0.24,1759826568.7380593
sensor_8,23.3,68.44,38.86,0.049,0.24,1759826570.7386987
sensor_3,35.94,64.25,59.73,0.02,0.27,1759826572.7395856
sensor_2,35.28,35.99,53.95,0.019,0.25,1759826574.740335
sensor_8,22.63,60.93,35.61,0.012,0.34,1759826576.7411602
sensor_1,35.69,60.54,54.86,0.015,0.42,1759826578.7415872
sensor_7,32.51,48.7,58.47,0.019,0.35,1759826580.742317
sensor_10,23.27,49.96,53.55,0.021,0.18,1759826582.7429304
sensor_2,24.41,40.89,15.9,0.015,0.45,1759826584.7435606
sensor_9,31.42,45.92,16.37,0.048,0.17,1759826586.7442172
sensor_2,25.2,35.76,17.3,0.04,0.35,1759826588.7449
sensor_1,32.62,59.8,23.74,0.017,0.42,1759826590.7455509
sensor_10,23.13,57.82,42.13,0.037,0.32,1759826592.7462645
sensor_6,33.39,74.6,47.0,0.037,0.27,1759826594.7468874
sensor_2,22.71,54.31,59.92,0.026,0.48,1759826596.7475553
sensor_1,29.89,72.55,57.71,0.03,0.16,1759826598.748357
sensor_4,34.27,63.48,20.23,0.022,0.21,1759826600.7490127
sensor_5,23.75,40.22,17.7,0.025,0.17,1759826602.7496407
sensor_7,34.96,73.84,50.48,0.016,0.18,1759826604.7504091
sensor_5,24.53,75.94,44.45,0.038,0.37,1759826606.751312
sensor_8,30.18,61.52,39.49,0.013,0.48,1759826608.75207
sensor_5,22.62,30.28,48.48,0.038,0.42,1759826610.7528381
sensor_5,29.04,43.18,42.84,0.012,0.33,1759826612.75379
sensor_7,25.52,33.3,43.7,0.042,0.42,1759826614.754911
sensor_6,35.94,73.29,41.68,0.037,0.1,1759826616.7556636
sensor_2,30.0,38.82,28.42,0.046,0.41,1759826618.7562675
sensor_4,22.85,54.4,25.53,0.044,0.32,1759826620.7569213
sensor_7,26.99,63.83,27.57,0.038,0.26,1759826622.7575972
sensor_10,24.96,79.71,16.73,0.017,0.41,1759826624.7582285
sensor_9,28.95,78.56,50.37,0.034,0.39,1759826626.758929
sensor_7,25.07,51.4,35.23,0.042,0.36,1759826628.7596176
sensor_4,34.12,34.08,44.72,0.018,0.42,1759826630.760296
sensor_2,28.09,73.38,18.31,0.028,0.36,1759826632.7607691
sensor_10,29.57,44.22,34.87,0.013,0.3,1759826634.761111
sensor_2,25.12,48.03,13.22,0.033,0.21,1759826636.7617073
sensor_1,24.79,65.34,24.25,0.035,0.34,1759826638.7623363
sensor_1,32.94,67.9,50.43,0.019,0.5,1759826640.7630274
sensor_7,30.8,32.55,59.77,0.03,0.42,1759826642.763644
sensor_5,30.39,44.28,25.35,0.032,0.28,1759826644.7642913
sensor_2,23.38,74.52,33.38,0.03,0.36,1759826646.765016
sensor_9,32.07,76.49,57.99,0.041,0.12,1759826648.7654002
sensor_10,29.0,53.56,58.62,0.023,0.31,1759826650.765801
sensor_5,27.81,38.53,59.93,0.046,0.32,1759826652.7664773
sensor_2,22.04,76.54,33.78,0.016,0.23,1759826654.7670028
sensor_1,27.24,68.94,50.58,0.028,0.42,1759826656.7676344
sensor_8,29.44,74.55,19.41,0.042,0.47,1759826658.7683372
sensor_8,23.87,78.33,45.63,0.048,0.23,1759826660.7689633
sensor_4,28.95,39.62,47.76,0.041,0.27,1759826662.7696464
sensor_5,29.93,56.85,51.56,0.047,0.28,1759826664.7703342
sensor_9,32.06,38.05,56.06,0.014,0.44,1759826666.770956
sensor_6,22.61,47.63,12.2,0.024,0.32,1759826668.7716382
sensor_10,29.12,40.59,37.58,0.012,0.4,1759826670.7723467
sensor_9,25.3,53.42,35.86,0.038,0.21,1759826672.7730677
sensor_8,23.32,56.96,31.17,0.013,0.35,1759826674.7736793
sensor_7,30.47,42.88,32.46,0.046,0.11,1759826676.7744422
sensor_10,31.92,42.38,18.64,0.011,0.18,1759826678.775087
sensor_6,25.2,55.18,23.82,0.045,0.48,1759826680.7757952
sensor_8,25.88,52.86,18.5,0.029,0.44,1759826682.7764719
sensor_6,27.18,58.79,49.29,0.035,0.1,1759826684.7772267
sensor_5,22.64,31.68,48.77,0.01,0.25,1759826686.7780797
sensor_2,31.94,32.59,48.21,0.05,0.27,1759826688.778862
sensor_6,23.55,58.08,26.49,0.015,0.32,1759826690.7793775
sensor_9,27.15,75.49,27.79,0.034,0.4,1759826692.7797487
sensor_8,28.14,34.2,17.55,0.035,0.3,1759826694.7804399
sensor_1,31.32,46.75,30.25,0.015,0.46,1759826696.7811484
sensor_9,22.86,64.8,32.53,0.043,0.37,1759826698.7817044
sensor_6,32.75,73.38,38.51,0.035,0.42,1759826700.782082
sensor_3,31.29,31.6,59.44,0.041,0.49,1759826702.7827199
sensor_6,33.53,43.97,15.83,0.015,0.28,1759826704.7832615
sensor_5,24.77,69.38,43.5,0.05,0.2,1759826706.7839904
sensor_4,32.79,45.3,28.71,0.046,0.36,1759826708.7847629
sensor_5,28.57,72.64,10.8,0.043,0.32,1759826710.7855299
sensor_9,32.47,79.13,54.68,0.027,0.49,1759826712.786141
sensor_2,26.68,45.99,13.39,0.02,0.43,1759826714.786879
sensor_4,22.38,46.38,10.38,0.026,0.17,1759826716.787597
sensor_6,31.11,66.23,52.98,0.036,0.16,1759826718.788259
sensor_4,32.96,43.16,37.3,0.028,0.41,1759826720.7889578
sensor_6,34.46,77.03,17.04,0.047,0.38,1759826722.7897458
sensor_8,33.93,75.96,51.75,0.012,0.16,1759826724.7904608
sensor_5,22.07,74.32,11.89,0.047,0.41,1759826726.7911892
sensor_1,28.55,35.7,50.34,0.022,0.23,1759826728.7919142
sensor_6,29.18,62.3,39.1,0.023,0.22,1759826730.7926598
sensor_3,32.1,31.91,53.02,0.019,0.21,1759826732.7932847
sensor_2,26.71,70.1,59.68,0.035,0.3,1759826734.7939944
sensor_9,22.55,78.99,12.13,0.031,0.2,1759826736.794688
sensor_7,28.59,68.7,34.64,0.037,0.27,1759826738.795347
sensor_1,30.4,31.81,37.59,0.028,0.12,1759826740.796086
sensor_5,30.02,67.57,25.53,0.035,0.28,1759826742.7966723
sensor_2,28.99,79.59,44.66,0.022,0.34,1759826744.7973633
sensor_2,25.66,60.81,48.14,0.044,0.14,1759826746.7980921
sensor_5,23.2,57.65,18.57,0.05,0.49,1759826748.7987354
sensor_8,23.33,65.08,18.39,0.04,0.22,1759826750.7993011
sensor_2,35.09,42.49,57.1,0.02,0.14,1759826752.7996929
sensor_6,31.67,31.1,40.49,0.037,0.24,1759826754.8003404
sensor_1,29.78,76.13,38.92,0.031,0.11,1759826756.8009272
sensor_3,31.47,51.1,54.26,0.032,0.35,1759826758.801585
sensor_4,23.41,68.97,50.02,0.048,0.12,1759826760.8024576
sensor_2,30.2,56.52,22.95,0.031,0.22,1759826762.8031373
sensor_6,30.05,30.99,24.34,0.02,0.5,1759826764.8037906
sensor_3,35.33,31.77,17.34,0.037,0.37,1759826766.8044498
sensor_7,28.1,31.44,59.48,0.05,0.34,1759826768.8050508
sensor_1,24.74,40.18,22.53,0.029,0.27,1759826770.8055503
sensor_1,32.61,45.57,31.76,0.017,0.39,1759826772.8063326
sensor_7,32.11,67.53,39.33,0.012,0.31,1759826774.8072278
sensor_5,26.7,48.51,49.87,0.016,0.39,1759826776.8078866
sensor_4,23.81,37.43,15.75,0.028,0.44,1759826778.8085725
sensor_7,24.11,50.34,11.0,0.038,0.37,1759826780.8091707
sensor_5,26.65,53.67,52.85,0.034,0.5,1759826782.8097997
sensor_6,26.93,43.93,23.07,0.022,0.21,1759826784.8106549
sensor_4,29.19,52.12,54.24,0.025,0.18,1759826786.8112493
sensor_7,33.95,44.63,19.65,0.026,0.19,1759826788.8119597
sensor_2,35.79,60.73,26.58,0.011,0.32,1759826790.812621
sensor_4,30.49,60.19,16.26,0.04,0.16,1759826792.8132474
sensor_3,32.71,61.28,28.02,0.047,0.43,1759826794.8139422
sensor_7,29.19,58.49,20.69,0.014,0.46,1759826796.8144443
sensor_9,33.13,70.99,46.79,0.034,0.34,1759826798.8149679
sensor_7,28.07,69.02,22.5,0.023,0.38,1759826800.8155286
sensor_5,28.02,48.48,31.87,0.019,0.32,1759826802.8158987
sensor_1,30.49,68.44,19.05,0.016,0.46,1759826804.816585
sensor_4,35.42,31.03,53.31,0.046,0.31,1759826806.8169744
sensor_3,29.56,77.23,24.22,0.014,0.14,1759826808.8176787
sensor_7,35.97,68.0,17.09,0.039,0.29,1759826810.8183475
sensor_7,27.24,65.33,12.0,0.049,0.27,1759826812.8190515
sensor_4,35.97,31.67,23.8,0.048,0.28,1759826814.8196993
sensor_10,35.03,35.89,16.23,0.03,0.29,1759826816.820353
sensor_9,35.48,66.66,23.85,0.044,0.18,1759826818.8210046
sensor_4,33.76,33.92,22.17,0.048,0.45,1759826820.822014
sensor_8,30.01,55.13,40.58,0.026,0.22,1759826822.8227217
sensor_1,26.08,65.04,10.76,0.028,0.25,1759826824.8233573
sensor_8,33.58,60.27,55.61,0.018,0.32,1759826826.823949
sensor_10,22.99,69.97,28.79,0.026,0.43,1759826828.824535
sensor_10,35.71,37.47,44.39,0.038,0.15,1759826830.8252378
